profile_id,name,gender,age,country_iso2,country,city,state_province,latitude,longitude,occupation,education,height_cm,religion,languages,interests,bio,verification_status,premium_status,last_active_at
51703d5b90383159,Anthoni,male,46,CM,Cameroon,Mbanga,05,4.5016,9.5671,Radio Announcer,Nihon University,182,Nihang,Kotava,Football|Surfing|Skiing|Aikido|Boxing,"Kind-hearted creative, radio announcer, and happiest around football, surfing, and national parks. Looking for a lasting partnership with someone who values faithfulness and honesty.",verified,standard,2026-05-27T14:45:28.462Z
10ddf7742fedcaa9,Katena,female,49,LA,Laos,Ban Laongam,19,15.46549,106.16682,Wellhead Pumper,Westminster College of Fulton,180,Quakerism,Russian|Latin American Spanish,Aikido|Taekwondo|Tennis|Football|Hiking,"Family-oriented professional, wellhead pumper, and happiest around aikido, taekwondo, and national parks. Looking for a relationship rooted in trust with someone who values steady communication and meaningful conversations.",verified,standard,2026-05-20T19:55:40.750Z
7428164d6d5bffbe,Maryam,female,44,MA,Morocco,Lahraouyine,06,33.54138,-7.52848,Physics Teacher,Trinity College Carmarthen,164,Seventh-Day Adventist Church,Tagalog|Nama|Old Irish,Cycling|Scrabble|Swimming|Sailing|Aikido,"Grounded optimist, physics teacher, and happiest around cycling, scrabble, and national parks. Looking for a lasting partnership with someone who values steady communication and laughter.",verified,standard,2026-05-31T09:04:37.568Z
a4b55c749a698211,Martin,male,31,BL,Saint Barthélemy,Gustavia,00,17.89618,-62.84978,Securities Sales Agent,Labette Community College,162,Arianism,Coptic|Kikuyu,Lacrosse|Swimming|Aikido|Canoeing,"I work in securities sales agent and make time for lacrosse, swimming, and good conversation. Here to meet someone intentional, kind, and ready for someone ready to build intentionally.",verified,premium,2026-06-04T04:16:39.258Z
f67cfab82b0b5859,Elias,male,50,MS,Montserrat,Brades,03,16.79183,-62.21058,Compliance Officer,Universidad de El Salvador,186,Christian Science,Sicilian,Snowboarding|Volleyball|Swimming|Baseball|Golf,"Quietly ambitious, compliance officer, and happiest around snowboarding, volleyball, and road trips. Looking for a calm, loyal kind of love with someone who values faithfulness and laughter.",pending,standard,2026-05-17T01:55:57.192Z
7c785760b081d270,Alexsandra,female,21,PW,Palau,Ngerulmud,07,7.50077,134.6238,Developer,Taisho University,176,JŌDo-ShŪ,Kyrgyz|Blissymbols|Awadhi,Folk|Scrabble|Hiking|Snowboarding|Swimming|Canoeing,"I work in developer and make time for folk, scrabble, and good conversation. Here to meet someone intentional, kind, and ready for someone ready to build intentionally.",verified,standard,2026-06-13T19:37:27.626Z
07b5bfe5a3005a47,Ivan,male,54,YE,Yemen,Yarīm,23,14.29804,44.37795,Veterinary Technician,Université de la Reunion,173,Sethianism,Picard,Climbing|Volleyball|Taekwondo|Snowboarding,"Usually planning my week around climbing, coastal weekends, and time with people I care about. I appreciate emotional maturity, shared purpose, and relationships that grow with patience.",verified,standard,2026-05-27T01:40:46.390Z
fedcd11f971d8999,Eino,male,49,FI,Finland,Jyväskylä,13,62.24147,25.72088,Weaving Machine Setter,Southern State Community College,177,Zenrinkyo,Uzbek|Mentawai|Afrihili,Folk|Kayaking|Hiking|Tennis,"Usually planning my week around folk, new restaurants, and time with people I care about. I appreciate shared purpose, honesty, and relationships that grow with patience.",verified,premium,2026-05-27T12:00:58.911Z
b9a2e3e5522f9915,Ehan,male,45,GN,Guinea,Camayenne,04,9.535,-13.68778,Fish Trimmer,Otto-von-Guericke Universität Magdeburg,171,MĀOri Religion,Iban|Danish|Nogai,Cycling|Football|Sailing|Aikido|Taekwondo|Climbing,"Weekend explorer, fish trimmer, and happiest around cycling, football, and cultural festivals. Looking for a calm, loyal kind of love with someone who values meaningful conversations and faithfulness.",pending,standard,2026-06-07T19:14:28.133Z
02c3fb097bfeb7c6,Myrical,female,50,TO,Tonga,'Ohonua,EU,-21.34135,-174.95656,Community Service Manager,Universidad Autonoma de Durango,163,Barom Kagyu,Kara-Kalpak,Hiking|Surfing|Folk|Climbing|Kayaking|Swimming,"I work in community service manager and make time for hiking, surfing, and good conversation. Here to meet someone intentional, kind, and ready for someone ready to build intentionally.",verified,standard,2026-05-23T15:18:46.273Z
d5e6831d4a83a2a6,Shivay,male,40,CG,Congo,Gamboma,08,-1.87639,15.86444,Hotel Desk Clerk,Universidad José Santos Ossa,170,True Buddha School,Croatian|Tokelau,Climbing|Football|Tennis|Aikido|Karate,"Usually planning my week around climbing, national parks, and time with people I care about. I appreciate kindness, emotional maturity, and relationships that grow with patience.",verified,standard,2026-05-16T23:19:06.448Z
7d30a485b081ca4e,Aditya,male,28,MZ,Mozambique,Xilembene,02,-24.68941,33.25844,Title Abstractor,Shahjalal University of Science and Technology,190,Spiritual Baptists,Hebrew|Khmer,Hiking|Swimming|Kayaking|Canoeing|Aikido|Folk,"Active and easygoing, title abstractor, and happiest around hiking, swimming, and cultural festivals. Looking for a lasting partnership with someone who values steady communication and shared purpose.",verified,standard,2026-06-03T12:02:56.526Z
2a4e7695c19b87ad,Neal,male,26,RW,Rwanda,Gahini,11,-1.8406,30.4816,Transportation Equipment Painter,Universidad Autónoma de Las Américas,182,Drukpa Lineage,Duala,Basketball|Scrabble|Swimming|Baseball|Climbing|Aikido,"Usually planning my week around basketball, coastal weekends, and time with people I care about. I appreciate meaningful conversations, kindness, and relationships that grow with patience.",verified,premium,2026-05-27T05:26:17.798Z
c8770cda8a9198b5,Leevi,male,21,FI,Finland,Laukaa,13,62.41407,25.95194,English Language Teacher,Paine College,166,Illuminates Of Thanateros,Vietnamese|Bosnian,Snowboarding|Volleyball|Golf|Cycling|Lacrosse,"Coffee lover, english language teacher, and happiest around snowboarding, volleyball, and national parks. Looking for a serious relationship with someone who values kindness and emotional maturity.",verified,standard,2026-06-13T02:31:22.196Z
d4feb472bed6ebfe,Rylin,female,32,LK,Sri Lanka,Dambulla,29,7.86,80.65167,Religious Activities Director,DIPLOMA-Fachhochschule Ölsnitz/Vogtland,159,Jadid,Inari Sami|Multiple Languages,Tennis|Folk|Football|Taekwondo|Boxing,"Coffee lover, religious activities director, and happiest around tennis, folk, and quiet staycations. Looking for a serious relationship with someone who values kindness and faithfulness.",pending,standard,2026-06-17T01:31:00.931Z
875afa162d594743,Jadakiss,male,53,TM,Turkmenistan,Seydi,05,39.4816,62.91374,Metal-Refining Furnace Operator,Thiruvalluvar University,189,Yihewani,Middle High German,Lacrosse|Swimming|Surfing|Canoeing,"I work in metal-refining furnace operator and make time for lacrosse, swimming, and good conversation. Here to meet someone intentional, kind, and ready for a lasting partnership.",verified,standard,2026-06-12T19:09:44.968Z
4be64e1bb1cf2391,Alice,female,40,MC,Monaco,Monaco,00,43.73718,7.42145,Mining Service Unit Operator,Göteborg University,175,Cherokee Mythology,Southern Sami|Gorontalo|Badaga,Aikido|Boxing|Kayaking|Scrabble|Judo,"I work in mining service unit operator and make time for aikido, boxing, and good conversation. Here to meet someone intentional, kind, and ready for someone ready to build intentionally.",pending,premium,2026-05-18T18:15:08.239Z
49587b71418ebf7a,Bilal,male,48,KG,Kyrgyzstan,Iradan,09,40.26667,72.1,Cleaner,Dawson College,169,Laveyan Satanism,Piedmontese,Canoeing|Running|Volleyball|Hiking,"Active and easygoing, cleaner, and happiest around canoeing, running, and new restaurants. Looking for a serious relationship with someone who values emotional maturity and shared purpose.",verified,standard,2026-05-19T01:06:16.344Z
b4cd2cde68e34ecf,Shela,female,23,TM,Turkmenistan,Arçman,01,38.54346,57.15711,Health Specialties Teacher,University of Rijeka,161,Huayan School (AvataṂSaka),Somali,Cycling|Football|Sailing|Surfing|Taekwondo|Lacrosse,"Usually planning my week around cycling, coastal weekends, and time with people I care about. I appreciate meaningful conversations, steady communication, and relationships that grow with patience.",verified,standard,2026-06-23T12:50:11.045Z
317973b7d607d229,Allysson,female,31,SG,Singapore,Jurong West,00,1.35028,103.72278,Orderly,Universidade Católica de Petrópolis,157,Barom Kagyu,Haida|Middle Irish,Cycling|Sailing|Karate|Golf|Climbing|Volleyball,"I work in orderly and make time for cycling, sailing, and good conversation. Here to meet someone intentional, kind, and ready for someone ready to build intentionally.",pending,premium,2026-06-19T15:42:27.121Z
854f10d4a06d92a7,Julia,female,43,FO,Faroe Islands,Tórshavn,ST,62.00973,-6.77164,Meat Cutter,Universidad Argentina de la Empresa,158,Seventh-Day Adventist Church,Carib,Aikido|Tennis|Swimming|Folk|Skiing,"I work in meat cutter and make time for aikido, tennis, and good conversation. Here to meet someone intentional, kind, and ready for a relationship rooted in trust.",verified,standard,2026-06-19T08:48:54.631Z
8cd6ce2bece76b51,Oran,male,29,HN,Honduras,Yuscarán,07,13.94439,-86.85241,Social Sciences Teacher,Bamenda University of Science & Technology,166,Zuni Mythology,Emilian|Occitan,Skiing|Tennis|Cycling|Karate|Folk|Baseball,"I work in social sciences teacher and make time for skiing, tennis, and good conversation. Here to meet someone intentional, kind, and ready for a serious relationship.",verified,premium,2026-05-26T04:44:39.854Z
b66bea9a044bffe4,Hussein,male,25,ST,São Tomé and Príncipe,Água Izé,02,0.21953,6.72782,Earth Driller,University of Khartoum,194,Plurationalism,Tasawaq,Basketball|Skiing|Hiking|Climbing|Aikido|Kayaking,"I work in earth driller and make time for basketball, skiing, and good conversation. Here to meet someone intentional, kind, and ready for a calm, loyal kind of love.",verified,standard,2026-06-21T03:32:44.387Z
30b17023e14ef7e5,Alfred,male,29,NE,Niger,Say,09,13.1007,2.3689,Home Economics Teacher,Catawba College,180,Kumina,Georgian,Surfing|Judo|Golf|Volleyball,"Kind-hearted creative, home economics teacher, and happiest around surfing, judo, and cultural festivals. Looking for a lasting partnership with someone who values meaningful conversations and kindness.",verified,standard,2026-05-19T17:07:42.169Z
1ddd8a262694f95e,Shontay,female,34,SZ,Eswatini,Manzini,03,-26.49884,31.38004,Emergency Medical Technician,Huazhong University of Science and Technology,172,Crow Mythology,Yao|Buriat|Lunda,Football|Lacrosse|Golf|Baseball,"Curious traveler, emergency medical technician, and happiest around football, lacrosse, and coastal weekends. Looking for a thoughtful connection with someone who values steady communication and meaningful conversations.",verified,standard,2026-05-24T23:20:31.188Z
5b1a6e788ea83a04,Hassan,male,40,LY,Libya,Tarāghin,73,25.92333,14.42056,Power Dispatcher,St. Lawrence University,166,Leni Lenape Mythology,Seneca|Georgian,Hiking|Karate|Scrabble|Boxing|Kayaking|Skiing,"I work in power dispatcher and make time for hiking, karate, and good conversation. Here to meet someone intentional, kind, and ready for a serious relationship.",pending,standard,2026-05-23T19:54:23.671Z
e5489d5c683ded9d,Coralee,female,33,NR,Nauru,Yangor,01,-0.53536,166.91048,Industrial Truck Operator,Kingston University,179,Union For Traditional Judaism,Wolof,Hiking|Boxing|Aikido|Snowboarding|Basketball|Golf,"I work in industrial truck operator and make time for hiking, boxing, and good conversation. Here to meet someone intentional, kind, and ready for someone ready to build intentionally.",verified,standard,2026-06-16T04:33:31.867Z
67e254ad3619ac37,Thiago,male,28,GT,Guatemala,San Jerónimo,02,15.06032,-90.2405,Wellhead Pumper,Otto-von-Guericke Universität Magdeburg,170,Oomoto,Swahili|Iban,Boxing|Judo|Basketball|Karate|Aikido,"I work in wellhead pumper and make time for boxing, judo, and good conversation. Here to meet someone intentional, kind, and ready for a thoughtful connection.",pending,standard,2026-06-11T09:30:21.587Z
1b2a44e4563efc42,Ariani,female,24,CK,Cook Islands,Avarua,11695425,-21.2075,-159.77546,Elevator Repairer,Sungshin Women's University,175,Hanbali,Asu|Occitan,Taekwondo|Running|Swimming|Snowboarding,"Family-oriented professional, elevator repairer, and happiest around taekwondo, running, and national parks. Looking for a thoughtful connection with someone who values emotional maturity and kindness.",verified,premium,2026-06-12T11:46:17.453Z
4c8cc1e7c792aec4,Somsak,male,50,TH,Thailand,Nakhon Sawan,16,15.70472,100.13717,Craft Artist,French University in Armenia (UFAR),196,Mujaddidiyah,Sichuan Yi,Cycling|Canoeing|Golf|Running,"Usually planning my week around cycling, quiet staycations, and time with people I care about. I appreciate emotional maturity, faithfulness, and relationships that grow with patience.",pending,standard,2026-05-27T03:04:55.623Z
e7cc90c4248e1819,Kolton,male,44,PS,Palestine,‘Awartā,WE,32.16108,35.28388,Demonstrator,Universidad Nacional de La Matanza,162,Satsang Of Thakur Anukulchandra,Zeelandic|Ndonga|Mohawk,Skiing|Sailing|Climbing|Tennis,"I work in demonstrator and make time for skiing, sailing, and good conversation. Here to meet someone intentional, kind, and ready for a calm, loyal kind of love.",pending,standard,2026-06-20T21:32:03.474Z
7316100ec71a27be,Maya,female,27,GL,Greenland,Sisimiut,06,66.93946,-53.6735,Hand Laborer,Universidad Nueva San Salvador,178,Roman Neopaganism,Bikol,Running|Lacrosse|Folk|Judo|Swimming,"Coffee lover, hand laborer, and happiest around running, lacrosse, and city breaks. Looking for a lasting partnership with someone who values steady communication and faithfulness.",pending,standard,2026-05-26T17:31:09.622Z
7662a38c6eeb653d,Chas,male,21,EH,Western Sahara,Meharrize,,26.14763,-11.0693,Subway Operator,West Chester University of Pennsylvania,196,Cao đàI,Luo|Cree,Swimming|Volleyball|Climbing|Taekwondo,"I work in subway operator and make time for swimming, volleyball, and good conversation. Here to meet someone intentional, kind, and ready for someone ready to build intentionally.",pending,standard,2026-05-17T11:08:59.256Z
849545340f5b4b9d,Wan,male,42,MY,Malaysia,Kapar,12,3.13333,101.38333,Wellhead Pumper,Universidad de San Buenaventura,165,Brythonic Mythology,Frafra,Volleyball|Running|Boxing|Scrabble|Golf,"Curious traveler, wellhead pumper, and happiest around volleyball, running, and city breaks. Looking for a calm, loyal kind of love with someone who values emotional maturity and laughter.",verified,standard,2026-05-25T18:29:28.476Z
746d8112846e8eab,Emma,female,54,NA,Namibia,Katima Mulilo,28,-17.50467,24.27574,Channeling Machine Operator,Université Paul Sabatier (Toulouse III),175,Ittifaq Al-Muslimin,Mandar,Baseball|Swimming|Tennis|Snowboarding|Skiing,"Active and easygoing, channeling machine operator, and happiest around baseball, swimming, and city breaks. Looking for a serious relationship with someone who values steady communication and emotional maturity.",verified,standard,2026-06-05T09:00:22.256Z
81b6124a78728cb9,Kaeleb,male,38,BW,Botswana,Sefophe,01,-22.18333,27.96667,Insurance Underwriter,York University,165,Main Articles: Christian Mysticism And Esoteric Christianity,Delaware|Chechen,Karate|Snowboarding|Sailing|Tennis,"I work in insurance underwriter and make time for karate, snowboarding, and good conversation. Here to meet someone intentional, kind, and ready for a lasting partnership.",verified,standard,2026-05-18T11:28:09.501Z
0e8e227ec73b1a87,Wan,male,29,BT,Bhutan,Tsimasham,06,27.0989,89.53604,Aircraft Service Technician,University of Applied Sciences Chur,187,Yihewani,Nuer|Hupa,Swimming|Tennis|Scrabble|Canoeing|Surfing,"Usually planning my week around swimming, road trips, and time with people I care about. I appreciate laughter, honesty, and relationships that grow with patience.",verified,standard,2026-06-16T23:11:27.017Z
3792f3b0bf727925,Mikaere,male,34,NZ,New Zealand,Shirley,E9,-43.49833,172.65013,Fundraising Manager,Globe University & Minnesota School of Business,195,Kemetism,Scottish Gaelic|Mende|Dinka,Scrabble|Kayaking|Snowboarding|Skiing,"Grounded optimist, fundraising manager, and happiest around scrabble, kayaking, and city breaks. Looking for someone ready to build intentionally with someone who values kindness and faithfulness.",verified,standard,2026-06-18T13:56:17.908Z
6c5cfde27c7c18cc,Kyngston,male,52,PN,Pitcairn Islands,Adamstown,,-25.06597,-130.10147,Switchboard Operator,Medical Academy in Gdansk,164,Cult Of The Supreme Being,Telugu|Ao Naga,Baseball|Scrabble|Basketball|Hiking,"Usually planning my week around baseball, national parks, and time with people I care about. I appreciate shared purpose, meaningful conversations, and relationships that grow with patience.",verified,standard,2026-05-21T00:29:45.336Z
46a3380ccafca4dd,Selim,male,23,EG,Egypt,Abū Qurqāş,10,27.93043,30.83826,Back-End Developer,Universitas Trisakti,181,Second Temple Judaism,Sidamo|Old French,Climbing|Lacrosse|Boxing|Tennis|Baseball|Canoeing,"Usually planning my week around climbing, new restaurants, and time with people I care about. I appreciate kindness, laughter, and relationships that grow with patience.",verified,standard,2026-05-19T21:48:41.932Z
f47422c7776b1a77,Karim,male,54,TN,Tunisia,Den Den,39,36.80753,10.11061,Legal Assistant,Iran University of Science and Technology Tehran,187,Christadelphians,Lingua Franca Nova|Telugu|Pontic,Lacrosse|Aikido|Canoeing|Scrabble|Scrabble|Basketball,"Grounded optimist, legal assistant, and happiest around lacrosse, aikido, and city breaks. Looking for a serious relationship with someone who values faithfulness and steady communication.",verified,standard,2026-05-25T23:21:49.195Z
91645078d73abcf0,Gabriel,male,24,PT,Portugal,Câmara de Lobos,10,32.65043,-16.97718,Elevator Installer,Université de Nice-Sophia Antipolis,175,Behafaridians,Danish|Mirandese|Sandawe,Hiking|Cycling|Swimming|Aikido,"Usually planning my week around hiking, road trips, and time with people I care about. I appreciate laughter, faithfulness, and relationships that grow with patience.",verified,standard,2026-05-30T06:29:03.265Z
3b1583f09d516701,Raeleigh,female,25,OM,Oman,Al Buraymī,10,24.25088,55.79312,Credit Counselor,Technical University of Lodz,177,Germanic Neopaganism,Santali|Kabyle,Sailing|Kayaking|Karate|Climbing|Surfing,"Usually planning my week around sailing, city breaks, and time with people I care about. I appreciate emotional maturity, kindness, and relationships that grow with patience.",verified,standard,2026-05-22T02:17:33.686Z
cb837672b436ca4a,Hanah,female,28,AO,Angola,Chongoroi,01,-13.57418,13.94062,Meat Cutter,Recep Tayip Erdogan University,156,Triratna Buddhist Community,Japanese,Lacrosse|Tennis|Football|Climbing|Karate|Boxing,"Quietly ambitious, meat cutter, and happiest around lacrosse, tennis, and city breaks. Looking for someone ready to build intentionally with someone who values steady communication and honesty.",verified,standard,2026-05-14T21:58:55.751Z
9bce36fbe33adc63,Juan,male,35,UY,Uruguay,San Ramón,02,-34.29155,-55.95571,Claims Investigator,Northeast Alabama Community College,197,Bushongo Mythology (Congo),European Portuguese|Finnish|Mingrelian,Scrabble|Aikido|Canoeing|Volleyball|Hiking|Karate,"Usually planning my week around scrabble, road trips, and time with people I care about. I appreciate laughter, steady communication, and relationships that grow with patience.",verified,standard,2026-06-05T15:03:32.351Z
e83b9c8857cd8e64,Yeshna,female,28,SD,Sudan,Aroma,52,15.81667,36.13333,Hairstylist,Nukus State Teachers Training Institute,160,Kabir Panth,Seneca,Running|Tennis|Boxing|Kayaking|Climbing,"Usually planning my week around running, coastal weekends, and time with people I care about. I appreciate meaningful conversations, faithfulness, and relationships that grow with patience.",verified,standard,2026-05-28T23:54:12.608Z
f2f33c0269c55986,Bradley,male,47,KE,Kenya,Kiserian,19,-1.4275,36.6865,Industrial Engineering Technician,University of the West Indies St. Augustine,162,BahÁ'íS Under The Provisions Of The Covenant,Ao Naga,Lacrosse|Sailing|Karate|Hiking|Folk,"Coffee lover, industrial engineering technician, and happiest around lacrosse, sailing, and new restaurants. Looking for someone ready to build intentionally with someone who values steady communication and laughter.",verified,premium,2026-06-07T03:30:25.117Z
7ed293f804e8cb01,Angel,female,52,PH,Philippines,Dinaig,14,7.16985,124.20836,Reinforcing Iron Worker,Yosu National University,183,"Zhengyi Dao (""Way Of The Right Oneness"")",Breton|Middle Irish|Church Slavic,Basketball|Taekwondo|Kayaking|Climbing|Snowboarding|Aikido,"Weekend explorer, reinforcing iron worker, and happiest around basketball, taekwondo, and city breaks. Looking for a calm, loyal kind of love with someone who values laughter and kindness.",verified,standard,2026-06-12T01:05:28.495Z
0906ba3540adc13d,Maria,female,44,RU,Russia,Lipetsk,43,52.5876,39.55151,Weaving Machine Setter,Maharaja Sayajirao University of Baroda,158,Frankism,Krio|Achinese|Japanese,Sailing|Taekwondo|Scrabble|Running|Golf|Football,"I work in weaving machine setter and make time for sailing, taekwondo, and good conversation. Here to meet someone intentional, kind, and ready for a thoughtful connection.",verified,standard,2026-06-02T05:20:07.233Z
e396c811a02d0488,Magdalene,female,34,CM,Cameroon,Kumba,09,4.6363,9.4469,Forest Fire Inspector,Instituto de Enseñanza Superior Oteima,176,Isoko Mythology (Nigeria),Creek|Dzongkha|Mari,Climbing|Karate|Surfing|Judo,"Quietly ambitious, forest fire inspector, and happiest around climbing, karate, and national parks. Looking for a calm, loyal kind of love with someone who values shared purpose and faithfulness.",verified,standard,2026-05-25T21:32:45.612Z
5cb75772bc1afd2e,Ane,female,23,MZ,Mozambique,Manica,10,-18.93444,32.87556,Athletic Trainer,Texas State University,165,Modekngei,Flemish|Choctaw,Taekwondo|Golf|Aikido|Sailing|Hiking,"Usually planning my week around taekwondo, city breaks, and time with people I care about. I appreciate honesty, faithfulness, and relationships that grow with patience.",verified,standard,2026-06-20T21:39:05.502Z
f0e54a38a3da2578,Dalani,female,50,SN,Senegal,Waoundé,15,15.26367,-12.86821,Museum Technician,Poole Gakuin University,178,Moorish Science Temple Of America,Kikuyu|Ossetic|Gayo,Folk|Boxing|Karate|Swimming|Scrabble,"I work in museum technician and make time for folk, boxing, and good conversation. Here to meet someone intentional, kind, and ready for someone ready to build intentionally.",verified,standard,2026-06-11T14:07:12.510Z
805459240a2608ea,Sharaine,female,49,CM,Cameroon,Ekondo Titi,09,4.603,9.0404,Judge,University of Patras,166,Eclectic Wicca,Komi|South Azerbaijani|Lezghian,Golf|Volleyball|Judo|Lacrosse,"I work in judge and make time for golf, volleyball, and good conversation. Here to meet someone intentional, kind, and ready for a thoughtful connection.",verified,standard,2026-06-22T04:37:17.273Z
723459d9cc1e8409,Xaniyah,female,28,GH,Ghana,Bimbila,06,8.85488,0.05922,Postal Service Mail Processing Machine Operator,Universitas Proklamasi 45,154,đạO BỬU SƠN KỲ HƯơNg,Zulu|Mirandese|Lahnda,Lacrosse|Tennis|Surfing|Karate,"Quietly ambitious, postal service mail processing machine operator, and happiest around lacrosse, tennis, and quiet staycations. Looking for a relationship rooted in trust with someone who values faithfulness and kindness.",verified,standard,2026-05-15T19:01:09.237Z
54f39456ce690ce3,Leon,male,42,CH,Switzerland,Zug,ZG,47.17242,8.51745,Airline Copilot,Universidad de La Serena,166,Waldensians,Makasar|Udmurt,Scrabble|Folk|Lacrosse|Scrabble|Canoeing,"Usually planning my week around scrabble, coastal weekends, and time with people I care about. I appreciate emotional maturity, meaningful conversations, and relationships that grow with patience.",verified,standard,2026-06-12T14:33:28.331Z
1eb5f72455bc594d,Hilda,female,36,TT,Trinidad and Tobago,Tunapuna,TUP,10.65245,-61.38878,Model,Okayama University,155,Al-Fatiha Foundation,Javanese|Western Mari|Mongolian,Tennis|Baseball|Scrabble|Boxing|Football,"Usually planning my week around tennis, city breaks, and time with people I care about. I appreciate shared purpose, meaningful conversations, and relationships that grow with patience.",verified,standard,2026-06-20T18:54:48.695Z
1ce582178bba4095,Rishabh,male,36,SB,Solomon Islands,Taro,12,-6.71111,156.39722,Maintenance Painter,Payam Noor University Lavasan,196,Subud,Welsh|Basaa|Kurukh,Tennis|Kayaking|Running|Judo|Surfing,"Kind-hearted creative, maintenance painter, and happiest around tennis, kayaking, and national parks. Looking for a relationship rooted in trust with someone who values steady communication and honesty.",verified,standard,2026-05-27T22:08:44.117Z
5e3318fa4d90e71c,Lilianna,female,46,SX,Sint Maarten,Cul de Sac,00,18.04852,-63.06513,Materials Engineer,Paul University,166,"Lingbao School (""School Of The Numinous Treasure"")",Kalaallisut|Swiss French|Saurashtra,Volleyball|Snowboarding|Climbing|Karate,"I work in materials engineer and make time for volleyball, snowboarding, and good conversation. Here to meet someone intentional, kind, and ready for a thoughtful connection.",verified,standard,2026-05-25T13:10:51.149Z
cc7a9dd333479e99,Peter,male,37,KY,Cayman Islands,Lower Valley,00,19.2804,-81.28431,Community Service Manager,Universidad de Colima,182,"Quanzhen School (""Way Of The Fulfilled Virtue"")",Livonian|Yapese,Folk|Volleyball|Taekwondo|Boxing|Canoeing|Judo,"Usually planning my week around folk, quiet staycations, and time with people I care about. I appreciate faithfulness, meaningful conversations, and relationships that grow with patience.",verified,standard,2026-06-09T05:47:07.697Z
a4f3331b79878eff,Faithe,female,34,SY,Syria,As Salamīyah,10,35.01127,37.05324,Mining Safety Engineer,Chung-Ang University,153,Yazidi,Kimbundu|Tyap,Scrabble|Canoeing|Folk|Karate|Snowboarding,"I work in mining safety engineer and make time for scrabble, canoeing, and good conversation. Here to meet someone intentional, kind, and ready for a relationship rooted in trust.",verified,standard,2026-06-20T06:48:19.845Z
f846cdb89858178a,MarÍA Teresa,female,49,GQ,Equatorial Guinea,Mongomo,09,1.62742,11.31346,Chief Executive,Al Imam Al-Ouzai University,162,Hinduism In Indonesia,Congo Swahili|Mohawk|Catalan,Tennis|Scrabble|Sailing|Baseball|Cycling|Folk,"Family-oriented professional, chief executive, and happiest around tennis, scrabble, and new restaurants. Looking for a calm, loyal kind of love with someone who values steady communication and meaningful conversations.",verified,standard,2026-05-25T13:34:12.763Z
a688255bb29af47d,Bennie,female,48,KM,Comoros,Barakani,01,-12.13861,44.43026,Advertising Manager,North Central Missouri College,162,The Church Of Jesus Christ Of Latter-Day Saints,Dogri|Akoose,Scrabble|Kayaking|Taekwondo|Scrabble|Basketball|Football,"Usually planning my week around scrabble, city breaks, and time with people I care about. I appreciate shared purpose, emotional maturity, and relationships that grow with patience.",pending,standard,2026-06-03T00:24:31.574Z
e770597aff10a4c2,Maia,female,27,NZ,New Zealand,Otahuhu,E7,-36.9382,174.84019,Biochemist,Technikum Wien,152,Behafaridians,Northern Frisian|Washo|Lombard,Kayaking|Taekwondo|Climbing|Cycling|Tennis|Basketball,"Usually planning my week around kayaking, road trips, and time with people I care about. I appreciate kindness, meaningful conversations, and relationships that grow with patience.",verified,standard,2026-06-05T16:33:03.356Z
ad1cc65d43a44980,Eva,female,48,IS,Iceland,Hafnarfjörður,39,64.0671,-21.93774,Substance Abuse Social Worker,Universidad de Palermo,161,Fraternitas Saturni,Asu|Central Yupik|Quechua,Boxing|Swimming|Hiking|Skiing|Tennis|Canoeing,"Coffee lover, substance abuse social worker, and happiest around boxing, swimming, and coastal weekends. Looking for a thoughtful connection with someone who values laughter and honesty.",verified,standard,2026-05-25T08:39:10.736Z
b54b2d53ab4731f4,Jumana,female,47,BL,Saint Barthélemy,Gustavia,00,17.89618,-62.84978,Carpet Installer,Kaunas University of Technology,172,Jamaat Al Muslimeen,Tlingit|Atsam|Lunda,Taekwondo|Hiking|Scrabble|Skiing|Canoeing|Football,"Usually planning my week around taekwondo, national parks, and time with people I care about. I appreciate emotional maturity, steady communication, and relationships that grow with patience.",verified,standard,2026-06-07T12:59:38.932Z
032a5a53d723a64e,Sandra,female,39,EE,Estonia,Rakvere,08,59.34808,26.35784,Agricultural Inspector,Business and Technology University,159,Behmenism,Ngambay,Scrabble|Climbing|Surfing|Judo|Skiing,"Weekend explorer, agricultural inspector, and happiest around scrabble, climbing, and coastal weekends. Looking for a serious relationship with someone who values steady communication and faithfulness.",verified,standard,2026-06-10T12:55:48.915Z
424a5e79ec99d86c,Analiz,female,29,SO,Somalia,Dhabad,05,6.43167,46.46194,Sociologist,Snow College,155,Dances Of Universal Peace,Mirandese|Fiji Hindi,Cycling|Golf|Canoeing|Folk|Football|Scrabble,"Usually planning my week around cycling, road trips, and time with people I care about. I appreciate faithfulness, shared purpose, and relationships that grow with patience.",verified,standard,2026-05-15T08:05:03.988Z
a2304b433de46269,Noah,male,43,MT,Malta,Mqabba,22,35.84763,14.46824,Gas Plant Operator,Northeast Normal University,192,Jewish Renewal,Gayo,Taekwondo|Scrabble|Sailing|Lacrosse|Judo|Karate,"Quietly ambitious, gas plant operator, and happiest around taekwondo, scrabble, and new restaurants. Looking for a lasting partnership with someone who values honesty and shared purpose.",verified,premium,2026-05-22T07:08:30.932Z
